partijnummer,partij,volgnummer,naam,kieskring,stemmen
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",11,314
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",12,72
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",13,53
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",14,232
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",15,227
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",16,91
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",17,246
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",18,331
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",19,148
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",20,2
1,VVD,13,"van 't Wout, B. (Bas) (m)",8,70
1,VVD,13,"van 't Wout, B. (Bas) (m)",9,37
1,VVD,13,"van 't Wout, B. (Bas) (m)",10,45
1,VVD,13,"van 't Wout, B. (Bas) (m)",11,27
1,VVD,13,"van 't Wout, B. (Bas) (m)",12,26
1,VVD,13,"van 't Wout, B. (Bas) (m)",13,18
1,VVD,13,"van 't Wout, B. (Bas) (m)",14,38
1,VVD,13,"van 't Wout, B. (Bas) (m)",15,46
1,VVD,13,"van 't Wout, B. (Bas) (m)",16,9
1,VVD,13,"van 't Wout, B. (Bas) (m)",17,528
1,VVD,13,"van 't Wout, B. (Bas) (m)",18,79
1,VVD,13,"van 't Wout, B. (Bas) (m)",19,30
1,VVD,13,"van 't Wout, B. (Bas) (m)",20,1
1,VVD,14,"Becker, B. (Bente) (v)",8,376
1,VVD,14,"Becker, B. (Bente) (v)",9,347
1,VVD,14,"Becker, B. (Bente) (v)",10,295
1,VVD,14,"Becker, B. (Bente) (v)",11,178
1,VVD,14,"Becker, B. (Bente) (v)",12,454
1,VVD,14,"Becker, B. (Bente) (v)",13,149
1,VVD,14,"Becker, B. (Bente) (v)",14,309
1,VVD,14,"Becker, B. (Bente) (v)",15,496
1,VVD,14,"Becker, B. (Bente) (v)",16,41
1,VVD,14,"Becker, B. (Bente) (v)",17,239
1,VVD,14,"Becker, B. (Bente) (v)",18,239
1,VVD,14,"Becker, B. (Bente) (v)",19,151
1,VVD,14,"Becker, B. (Bente) (v)",20,2
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",8,159
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",9,125
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",10,207
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",11,67
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",12,464
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",13,116
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",14,124
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",15,213
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",16,10
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",17,60
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",18,85
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",19,78
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",20,1
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",8,381
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",9,1193
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",10,602
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",11,271
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",12,173
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",13,81
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",14,156
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",15,322
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",16,50
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",17,126
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",18,198
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",19,101
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",20,0
1,VVD,17,"Mulder, A. (Anne) (m)",8,137
1,VVD,17,"Mulder, A. (Anne) (m)",9,64
1,VVD,17,"Mulder, A. (Anne) (m)",10,94
1,VVD,17,"Mulder, A. (Anne) (m)",11,71
1,VVD,17,"Mulder, A. (Anne) (m)",12,147
1,VVD,17,"Mulder, A. (Anne) (m)",13,40
1,VVD,17,"Mulder, A. (Anne) (m)",14,116
1,VVD,17,"Mulder, A. (Anne) (m)",15,140
1,VVD,17,"Mulder, A. (Anne) (m)",16,18
1,VVD,17,"Mulder, A. (Anne) (m)",17,50
1,VVD,17,"Mulder, A. (Anne) (m)",18,80
1,VVD,17,"Mulder, A. (Anne) (m)",19,36
1,VVD,17,"Mulder, A. (Anne) (m)",20,0
1,VVD,18,"de Vries, A. (Aukje) (v)",8,201
1,VVD,18,"de Vries, A. (Aukje) (v)",9,107
1,VVD,18,"de Vries, A. (Aukje) (v)",10,174
1,VVD,18,"de Vries, A. (Aukje) (v)",11,143
1,VVD,18,"de Vries, A. (Aukje) (v)",12,83
1,VVD,18,"de Vries, A. (Aukje) (v)",13,52
1,VVD,18,"de Vries, A. (Aukje) (v)",14,120
1,VVD,18,"de Vries, A. (Aukje) (v)",15,178
1,VVD,18,"de Vries, A. (Aukje) (v)",16,12
1,VVD,18,"de Vries, A. (Aukje) (v)",17,102
1,VVD,18,"de Vries, A. (Aukje) (v)",18,124
1,VVD,18,"de Vries, A. (Aukje) (v)",19,58
1,VVD,18,"de Vries, A. (Aukje) (v)",20,2
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",8,610
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",9,1015
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",10,701
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",11,381
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",12,316
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",13,184
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",14,340
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",15,454
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",16,66
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",17,173
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",18,212
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",19,112
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",20,1
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",8,157
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",9,64
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",10,115
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",11,131
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",12,80
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",13,32
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",14,132
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",15,128
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",16,45
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",17,74
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",18,115
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",19,72
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",20,0
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",8,277
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",9,269
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",10,394
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",11,95
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",12,970
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",13,92
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",14,170
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",15,467
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",16,25
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",17,103
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",18,116
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",19,47
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",20,1
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",8,35
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",9,35
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",10,40
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",11,22
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",12,47
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",13,12
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",14,13
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",15,19
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",16,4
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",17,9
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",18,20
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",19,8
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",20,0
1,VVD,23,"Ziengs, E. (Erik) (m)",8,82
1,VVD,23,"Ziengs, E. (Erik) (m)",9,33
1,VVD,23,"Ziengs, E. (Erik) (m)",10,59
1,VVD,23,"Ziengs, E. (Erik) (m)",11,52
1,VVD,23,"Ziengs, E. (Erik) (m)",12,42
1,VVD,23,"Ziengs, E. (Erik) (m)",13,17
1,VVD,23,"Ziengs, E. (Erik) (m)",14,45
1,VVD,23,"Ziengs, E. (Erik) (m)",15,81
1,VVD,23,"Ziengs, E. (Erik) (m)",16,31
1,VVD,23,"Ziengs, E. (Erik) (m)",17,55
1,VVD,23,"Ziengs, E. (Erik) (m)",18,83
1,VVD,23,"Ziengs, E. (Erik) (m)",19,57
1,VVD,23,"Ziengs, E. (Erik) (m)",20,1
1,VVD,24,"Bosman, A. (André) (m)",8,40
1,VVD,24,"Bosman, A. (André) (m)",9,10
1,VVD,24,"Bosman, A. (André) (m)",10,34
1,VVD,24,"Bosman, A. (André) (m)",11,41
1,VVD,24,"Bosman, A. (André) (m)",12,35
1,VVD,24,"Bosman, A. (André) (m)",13,22
1,VVD,24,"Bosman, A. (André) (m)",14,42
1,VVD,24,"Bosman, A. (André) (m)",15,44
1,VVD,24,"Bosman, A. (André) (m)",16,1537
1,VVD,24,"Bosman, A. (André) (m)",17,59
1,VVD,24,"Bosman, A. (André) (m)",18,54
1,VVD,24,"Bosman, A. (André) (m)",19,27
1,VVD,24,"Bosman, A. (André) (m)",20,1
1,VVD,25,"van den Bosch, A. (Albert) (m)",8,64
1,VVD,25,"van den Bosch, A. (Albert) (m)",9,10
1,VVD,25,"van den Bosch, A. (Albert) (m)",10,18
1,VVD,25,"van den Bosch, A. (Albert) (m)",11,8
1,VVD,25,"van den Bosch, A. (Albert) (m)",12,17
1,VVD,25,"van den Bosch, A. (Albert) (m)",13,4
1,VVD,25,"van den Bosch, A. (Albert) (m)",14,35
1,VVD,25,"van den Bosch, A. (Albert) (m)",15,23
1,VVD,25,"van den Bosch, A. (Albert) (m)",16,21
1,VVD,25,"van den Bosch, A. (Albert) (m)",17,50
1,VVD,25,"van den Bosch, A. (Albert) (m)",18,175
1,VVD,25,"van den Bosch, A. (Albert) (m)",19,17
1,VVD,25,"van den Bosch, A. (Albert) (m)",20,0
1,VVD,26,"El Yassini, Z. (Zohair) (m)",8,333
1,VVD,26,"El Yassini, Z. (Zohair) (m)",9,78
1,VVD,26,"El Yassini, Z. (Zohair) (m)",10,65
1,VVD,26,"El Yassini, Z. (Zohair) (m)",11,28
1,VVD,26,"El Yassini, Z. (Zohair) (m)",12,49
1,VVD,26,"El Yassini, Z. (Zohair) (m)",13,58
1,VVD,26,"El Yassini, Z. (Zohair) (m)",14,47
1,VVD,26,"El Yassini, Z. (Zohair) (m)",15,61
1,VVD,26,"El Yassini, Z. (Zohair) (m)",16,1
1,VVD,26,"El Yassini, Z. (Zohair) (m)",17,39
1,VVD,26,"El Yassini, Z. (Zohair) (m)",18,32
1,VVD,26,"El Yassini, Z. (Zohair) (m)",19,33
1,VVD,26,"El Yassini, Z. (Zohair) (m)",20,1
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",8,78
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",9,45
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",10,54
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",11,26
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",12,49
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",13,18
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",14,48
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",15,61
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",16,23
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",17,38
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",18,74
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",19,35
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",20,0
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",8,81
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",9,91
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",10,109
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",11,28
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",12,602
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",13,58
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",14,71
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",15,155
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",16,9
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",17,38
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",18,46
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",19,16
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",20,0
1,VVD,29,"Weverling, A. (Arne) (m)",8,45
1,VVD,29,"Weverling, A. (Arne) (m)",9,23
1,VVD,29,"Weverling, A. (Arne) (m)",10,46
1,VVD,29,"Weverling, A. (Arne) (m)",11,45
1,VVD,29,"Weverling, A. (Arne) (m)",12,237
1,VVD,29,"Weverling, A. (Arne) (m)",13,205
1,VVD,29,"Weverling, A. (Arne) (m)",14,7551
1,VVD,29,"Weverling, A. (Arne) (m)",15,237
1,VVD,29,"Weverling, A. (Arne) (m)",16,8
1,VVD,29,"Weverling, A. (Arne) (m)",17,38
1,VVD,29,"Weverling, A. (Arne) (m)",18,27
1,VVD,29,"Weverling, A. (Arne) (m)",19,37
1,VVD,29,"Weverling, A. (Arne) (m)",20,0
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",8,985
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",9,634
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",10,723
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",11,425
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",12,324
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",13,299
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",14,640
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",15,930
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",16,74
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",17,466
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",18,704
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",19,4580
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",20,3
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",8,32
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",9,23
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",10,21
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",11,11
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",12,13
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",13,3
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",14,26
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",15,20
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",16,2
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",17,281
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",18,299
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",19,36
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",20,0
1,VVD,32,"van Oosten, F. (Foort) (m)",8,13
1,VVD,32,"van Oosten, F. (Foort) (m)",9,13
1,VVD,32,"van Oosten, F. (Foort) (m)",10,14
1,VVD,32,"van Oosten, F. (Foort) (m)",11,4
1,VVD,32,"van Oosten, F. (Foort) (m)",12,14
1,VVD,32,"van Oosten, F. (Foort) (m)",13,17
1,VVD,32,"van Oosten, F. (Foort) (m)",14,363
1,VVD,32,"van Oosten, F. (Foort) (m)",15,58
1,VVD,32,"van Oosten, F. (Foort) (m)",16,10
1,VVD,32,"van Oosten, F. (Foort) (m)",17,15
1,VVD,32,"van Oosten, F. (Foort) (m)",18,17
1,VVD,32,"van Oosten, F. (Foort) (m)",19,8
1,VVD,32,"van Oosten, F. (Foort) (m)",20,0
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",8,34
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",9,24
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",10,497
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",11,22
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",12,20
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",13,0
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",14,17
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",15,43
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",16,1
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",17,4
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",18,7
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",19,7
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",20,0
1,VVD,34,"Middendorp, J. (Jan) (m)",8,51
1,VVD,34,"Middendorp, J. (Jan) (m)",9,218
1,VVD,34,"Middendorp, J. (Jan) (m)",10,114
1,VVD,34,"Middendorp, J. (Jan) (m)",11,29
1,VVD,34,"Middendorp, J. (Jan) (m)",12,38
1,VVD,34,"Middendorp, J. (Jan) (m)",13,11
1,VVD,34,"Middendorp, J. (Jan) (m)",14,18
1,VVD,34,"Middendorp, J. (Jan) (m)",15,30
1,VVD,34,"Middendorp, J. (Jan) (m)",16,5
1,VVD,34,"Middendorp, J. (Jan) (m)",17,7
1,VVD,34,"Middendorp, J. (Jan) (m)",18,12
1,VVD,34,"Middendorp, J. (Jan) (m)",19,6
1,VVD,34,"Middendorp, J. (Jan) (m)",20,0
1,VVD,35,"van der Linde, R.E. (Roald) (m)",8,50
1,VVD,35,"van der Linde, R.E. (Roald) (m)",9,29
1,VVD,35,"van der Linde, R.E. (Roald) (m)",10,52
1,VVD,35,"van der Linde, R.E. (Roald) (m)",11,17
1,VVD,35,"van der Linde, R.E. (Roald) (m)",12,31
1,VVD,35,"van der Linde, R.E. (Roald) (m)",13,374
1,VVD,35,"van der Linde, R.E. (Roald) (m)",14,93
1,VVD,35,"van der Linde, R.E. (Roald) (m)",15,95
1,VVD,35,"van der Linde, R.E. (Roald) (m)",16,14
1,VVD,35,"van der Linde, R.E. (Roald) (m)",17,25
1,VVD,35,"van der Linde, R.E. (Roald) (m)",18,9
1,VVD,35,"van der Linde, R.E. (Roald) (m)",19,4
1,VVD,35,"van der Linde, R.E. (Roald) (m)",20,0
1,VVD,36,"van Keulen, J.M. (Joost) (m)",8,14
1,VVD,36,"van Keulen, J.M. (Joost) (m)",9,17
1,VVD,36,"van Keulen, J.M. (Joost) (m)",10,17
1,VVD,36,"van Keulen, J.M. (Joost) (m)",11,11
1,VVD,36,"van Keulen, J.M. (Joost) (m)",12,15
1,VVD,36,"van Keulen, J.M. (Joost) (m)",13,5
1,VVD,36,"van Keulen, J.M. (Joost) (m)",14,13
1,VVD,36,"van Keulen, J.M. (Joost) (m)",15,13
1,VVD,36,"van Keulen, J.M. (Joost) (m)",16,0
1,VVD,36,"van Keulen, J.M. (Joost) (m)",17,7
1,VVD,36,"van Keulen, J.M. (Joost) (m)",18,10
1,VVD,36,"van Keulen, J.M. (Joost) (m)",19,5
1,VVD,36,"van Keulen, J.M. (Joost) (m)",20,0
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",8,126
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",9,61
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",10,92
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",11,69
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",12,90
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",13,888
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",14,304
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",15,259
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",16,18
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",17,57
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",18,48
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",19,29
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",20,0
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",8,821
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",9,78
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",10,165
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",11,60
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",12,70
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",13,24
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",14,66
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",15,112
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",16,8
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",17,41
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",18,96
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",19,32
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",20,0
1,VVD,39,"Veldman, H.S. (Hayke) (m)",8,25
1,VVD,39,"Veldman, H.S. (Hayke) (m)",9,7
1,VVD,39,"Veldman, H.S. (Hayke) (m)",10,14
1,VVD,39,"Veldman, H.S. (Hayke) (m)",11,4
1,VVD,39,"Veldman, H.S. (Hayke) (m)",12,12
1,VVD,39,"Veldman, H.S. (Hayke) (m)",13,3
1,VVD,39,"Veldman, H.S. (Hayke) (m)",14,4
1,VVD,39,"Veldman, H.S. (Hayke) (m)",15,12
1,VVD,39,"Veldman, H.S. (Hayke) (m)",16,2
1,VVD,39,"Veldman, H.S. (Hayke) (m)",17,12
1,VVD,39,"Veldman, H.S. (Hayke) (m)",18,86
1,VVD,39,"Veldman, H.S. (Hayke) (m)",19,68
1,VVD,39,"Veldman, H.S. (Hayke) (m)",20,0
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",8,184
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",9,92
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",10,273
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",11,1449
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",12,49
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",13,31
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",14,70
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",15,173
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",16,20
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",17,59
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",18,149
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",19,62
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",20,0
1,VVD,41,"van Haga, W.R. (Wybren) (m)",1,6
1,VVD,41,"van Haga, W.R. (Wybren) (m)",2,9
1,VVD,41,"van Haga, W.R. (Wybren) (m)",3,4
1,VVD,41,"van Haga, W.R. (Wybren) (m)",4,18
1,VVD,41,"van Haga, W.R. (Wybren) (m)",5,7
1,VVD,41,"van Haga, W.R. (Wybren) (m)",6,2
1,VVD,41,"van Haga, W.R. (Wybren) (m)",7,34
1,VVD,42,"de Lange, L.A. (Leendert) (m)",1,2
1,VVD,42,"de Lange, L.A. (Leendert) (m)",2,2
1,VVD,42,"de Lange, L.A. (Leendert) (m)",3,2
1,VVD,42,"de Lange, L.A. (Leendert) (m)",4,7
1,VVD,42,"de Lange, L.A. (Leendert) (m)",5,5
1,VVD,42,"de Lange, L.A. (Leendert) (m)",6,1
1,VVD,42,"de Lange, L.A. (Leendert) (m)",7,11
1,VVD,43,"van Gent, T. (Tobias) (m)",1,2
1,VVD,43,"van Gent, T. (Tobias) (m)",2,3
1,VVD,43,"van Gent, T. (Tobias) (m)",3,7
1,VVD,43,"van Gent, T. (Tobias) (m)",4,9
1,VVD,43,"van Gent, T. (Tobias) (m)",5,2
1,VVD,43,"van Gent, T. (Tobias) (m)",6,2
1,VVD,43,"van Gent, T. (Tobias) (m)",7,10
1,VVD,44,"de Veth, A.A. (Jeroen) (m)",1,0
1,VVD,44,"de Veth, A.A. (Jeroen) (m)",2,6
1,VVD,44,"de Veth, A.A. (Jeroen) (m)",3,0
1,VVD,44,"de Veth, A.A. (Jeroen) (m)",4,10
1,VVD,44,"de Veth, A.A. (Jeroen) (m)",5,1
1,VVD,44,"de Veth, A.A. (Jeroen) (m)",6,2
1,VVD,44,"de Veth, A.A. (Jeroen) (m)",7,13
1,VVD,45,"Van Wijngaarden, J. (Jeroen) (m)",1,5
1,VVD,45,"Van Wijngaarden, J. (Jeroen) (m)",2,3
1,VVD,45,"Van Wijngaarden, J. (Jeroen) (m)",3,0
1,VVD,45,"Van Wijngaarden, J. (Jeroen) (m)",4,10
1,VVD,45,"Van Wijngaarden, J. (Jeroen) (m)",5,5
1,VVD,45,"Van Wijngaarden, J. (Jeroen) (m)",6,5
1,VVD,45,"Van Wijngaarden, J. (Jeroen) (m)",7,22
1,VVD,46,"Aartsen, A.A. (Thierry) (m)",1,4
1,VVD,46,"Aartsen, A.A. (Thierry) (m)",2,2
1,VVD,46,"Aartsen, A.A. (Thierry) (m)",3,0
1,VVD,46,"Aartsen, A.A. (Thierry) (m)",4,6
1,VVD,46,"Aartsen, A.A. (Thierry) (m)",5,3
1,VVD,46,"Aartsen, A.A. (Thierry) (m)",6,5
1,VVD,46,"Aartsen, A.A. (Thierry) (m)",7,10
1,VVD,47,"Regterschot, K. (Kelly) (v)",1,7
1,VVD,47,"Regterschot, K. (Kelly) (v)",2,9
1,VVD,47,"Regterschot, K. (Kelly) (v)",3,2
1,VVD,47,"Regterschot, K. (Kelly) (v)",4,15
1,VVD,47,"Regterschot, K. (Kelly) (v)",5,5
1,VVD,47,"Regterschot, K. (Kelly) (v)",6,11
1,VVD,47,"Regterschot, K. (Kelly) (v)",7,22
1,VVD,48,"Smals, B.M.G. (Bart) (m)",1,13
1,VVD,48,"Smals, B.M.G. (Bart) (m)",2,8
