partijnummer,partij,volgnummer,naam,kieskring,stemmen
2,Partij van de Arbeid (P.v.d.A.),67,"Bouteibi, H. (Hafid) (m)",8,13
2,Partij van de Arbeid (P.v.d.A.),68,"Voigt, I. (Ivonne) (v)",8,6
2,Partij van de Arbeid (P.v.d.A.),69,"Schuurman Hess, J.N. (Jan) (m)",8,0
2,Partij van de Arbeid (P.v.d.A.),70,"Klomp, B.C.D. (Denise) (v)",8,6
2,Partij van de Arbeid (P.v.d.A.),71,"Keizer, H.M. (Marco) (m)",8,1
2,Partij van de Arbeid (P.v.d.A.),72,"Houben, T.A.H. (Tirza) (v)",8,4
2,Partij van de Arbeid (P.v.d.A.),73,"van 't Zelfde, E.R.M. (Eric) (m)",8,29
2,Partij van de Arbeid (P.v.d.A.),74,"Doevendans, S.S. (Sandra) (v)",8,4
2,Partij van de Arbeid (P.v.d.A.),75,"de Haan, F.G. (Foppe) (m)",8,68
2,Partij van de Arbeid (P.v.d.A.),76,"Bouazani, K. (Gadiza) (v)",8,58
2,Partij van de Arbeid (P.v.d.A.),77,"Teeuwen, N.A. (Nicole) (v)",8,50
2,Partij van de Arbeid (P.v.d.A.),78,"de Waal, S.P.M. (Steven) (m)",8,16
2,Partij van de Arbeid (P.v.d.A.),79,"Imming, F.G. (Fleur) (v)",8,138
2,Partij van de Arbeid (P.v.d.A.),80,"Spekman, J.L. (Hans) (m)",8,134
2,Partij van de Arbeid (P.v.d.A.),1,"Asscher, L.F. (Lodewijk) (m)",9,20741
2,Partij van de Arbeid (P.v.d.A.),2,"Arib, K. (Khadija) (v)",9,4417
2,Partij van de Arbeid (P.v.d.A.),3,"Dijsselbloem, J.R.V.A. (Jeroen) (m)",9,2356
2,Partij van de Arbeid (P.v.d.A.),4,"Dijksma, S.A.M. (Sharon) (v)",9,1367
2,Partij van de Arbeid (P.v.d.A.),5,"van Dijk, G.J. (Gijs) (m)",9,73
2,Partij van de Arbeid (P.v.d.A.),6,"Kuiken, A.H. (Attje) (v)",9,254
2,Partij van de Arbeid (P.v.d.A.),7,"Nijboer, H. (Henk) (m)",9,77
2,Partij van de Arbeid (P.v.d.A.),8,"van den Hul, K.A.E. (Kirsten) (v)",9,201
2,Partij van de Arbeid (P.v.d.A.),9,"Moorlag, W.J. (William) (m)",9,29
2,Partij van de Arbeid (P.v.d.A.),10,"Ploumen, E.M.J. (Lilianne) (v)",9,2259
2,Partij van de Arbeid (P.v.d.A.),11,"Kerstens, J.W.M. (John) (m)",9,29
2,Partij van de Arbeid (P.v.d.A.),12,"de Kock, J.C.M. (Joke) (v)",9,222
2,Partij van de Arbeid (P.v.d.A.),13,"Marcouch, A. (Ahmed) (m)",9,1268
2,Partij van de Arbeid (P.v.d.A.),14,"Volp, M.J. (Marith) (v)",9,571
2,Partij van de Arbeid (P.v.d.A.),15,"Moti, R. (Richard) (m)",9,88
2,Partij van de Arbeid (P.v.d.A.),16,"Yücel, K. (Keklik) (v)",9,231
2,Partij van de Arbeid (P.v.d.A.),17,"Servaes, M. (Michiel) (m)",9,57
2,Partij van de Arbeid (P.v.d.A.),18,"Bozkurt, E. (Emine) (v)",9,159
2,Partij van de Arbeid (P.v.d.A.),19,"van der Linde, I.M. (Ilco) (m)",9,169
2,Partij van de Arbeid (P.v.d.A.),20,"Oosterbaan, C. (Christa) (v)",9,88
2,Partij van de Arbeid (P.v.d.A.),21,"Mohandis, M. (Mohammed) (m)",9,81
2,Partij van de Arbeid (P.v.d.A.),22,"Ypma, L. (Loes) (v)",9,85
2,Partij van de Arbeid (P.v.d.A.),23,"Recourt, J. (Jeroen) (m)",9,41
2,Partij van de Arbeid (P.v.d.A.),24,"Maij, M.E. (Marit) (v)",9,69
2,Partij van de Arbeid (P.v.d.A.),25,"de Kort, M.V. (Martijn) (m)",9,10
2,Partij van de Arbeid (P.v.d.A.),26,"Roopram, R.D. (Reshma) (v)",9,227
2,Partij van de Arbeid (P.v.d.A.),27,"Hoogland, D. (Duco) (m)",9,9
2,Partij van de Arbeid (P.v.d.A.),28,"Schellekens, G.M.M. (Giselle) (v)",9,55
2,Partij van de Arbeid (P.v.d.A.),29,"de Vries, A.A. (Albert) (m)",9,8
2,Partij van de Arbeid (P.v.d.A.),30,"Biemans, M.S. (Mirthe) (v)",9,184
2,Partij van de Arbeid (P.v.d.A.),31,"Brouwer, H. (Harm) (m)",9,3
2,Partij van de Arbeid (P.v.d.A.),32,"Vos, M.L. (Mei Li) (v)",9,334
2,Partij van de Arbeid (P.v.d.A.),33,"Reinaerts, J.L.H. (Joost) (m)",9,10
2,Partij van de Arbeid (P.v.d.A.),34,"Dibi, B. (Bouchra) (v)",9,35
2,Partij van de Arbeid (P.v.d.A.),35,"van Drooge, S.W. (Bas) (m)",9,38
2,Partij van de Arbeid (P.v.d.A.),36,"Asante, A.A. (Amma) (v)",9,1184
2,Partij van de Arbeid (P.v.d.A.),37,"Ünver, E. (Emre) (m)",9,137
2,Partij van de Arbeid (P.v.d.A.),38,"Vermue, J.G.P. (Joyce) (v)",9,15
2,Partij van de Arbeid (P.v.d.A.),39,"van Dekken, T.R. (Tjeerd) (m)",9,8
2,Partij van de Arbeid (P.v.d.A.),40,"Hedin-Penninx, A. (Anna-Lena) (v)",9,10
2,Partij van de Arbeid (P.v.d.A.),41,"Deen, B. (Bob) (m)",9,11
2,Partij van de Arbeid (P.v.d.A.),42,"Vorselman-Derksen, C.H.W.J. (Cindy) (v)",9,7
2,Partij van de Arbeid (P.v.d.A.),43,"Pentenga, F. (Erik) (m)",9,6
2,Partij van de Arbeid (P.v.d.A.),44,"van den Boogaard, A. (Anna) (v)",9,13
2,Partij van de Arbeid (P.v.d.A.),45,"van Laar, R.P. (Roelof) (m)",9,17
2,Partij van de Arbeid (P.v.d.A.),46,"Schrofer, T.T. (Tamar) (v)",9,85
2,Partij van de Arbeid (P.v.d.A.),47,"van Houwelingen, H.E.F. (Heino) (m)",9,4
2,Partij van de Arbeid (P.v.d.A.),48,"Mulder, M.A. (Marinka) (v)",9,24
2,Partij van de Arbeid (P.v.d.A.),49,"Bolhuis, W.D. (Wimar) (m)",9,6
2,Partij van de Arbeid (P.v.d.A.),50,"Günal-Gezer, S. (Sultan) (v)",9,22
2,Partij van de Arbeid (P.v.d.A.),51,"Staal, J.J. (Jelmer) (m)",9,105
2,Partij van de Arbeid (P.v.d.A.),52,"Boot, E. (Els) (v)",9,32
2,Partij van de Arbeid (P.v.d.A.),53,"Chahim, M. (Mohammed) (m)",9,25
2,Partij van de Arbeid (P.v.d.A.),54,"Koenders, P.T.C. (Petra) (v)",9,37
2,Partij van de Arbeid (P.v.d.A.),55,"Breederveld, R. (Roy) (m)",9,4
2,Partij van de Arbeid (P.v.d.A.),56,"Menenti, L.M.E. (Laura) (v)",9,13
2,Partij van de Arbeid (P.v.d.A.),57,"van de Burgt, R.H.M. (Richard) (m)",9,6
2,Partij van de Arbeid (P.v.d.A.),58,"Repetur, M.E. (Lou) (v)",9,7
2,Partij van de Arbeid (P.v.d.A.),59,"Akrouh, S. (Saami) (m)",9,15
2,Partij van de Arbeid (P.v.d.A.),60,"Engbers, A.H.M.G. (Anita) (v)",9,16
2,Partij van de Arbeid (P.v.d.A.),61,"Ronnes, T.L. (Thomas) (m)",9,36
2,Partij van de Arbeid (P.v.d.A.),62,"Wijntuin, P.M. (Peggy) (v)",9,41
2,Partij van de Arbeid (P.v.d.A.),63,"Brouwers, L.W.L. (Luc) (m)",9,6
2,Partij van de Arbeid (P.v.d.A.),64,"van Zantvoort, A.H.G. (Anja) (v)",9,6
2,Partij van de Arbeid (P.v.d.A.),65,"Cohen, F. (Fred) (m)",9,48
2,Partij van de Arbeid (P.v.d.A.),66,"Dankert, A.T. (Anne) (v)",9,16
2,Partij van de Arbeid (P.v.d.A.),67,"Bouteibi, H. (Hafid) (m)",9,6
2,Partij van de Arbeid (P.v.d.A.),68,"Voigt, I. (Ivonne) (v)",9,4
2,Partij van de Arbeid (P.v.d.A.),69,"Schuurman Hess, J.N. (Jan) (m)",9,8
2,Partij van de Arbeid (P.v.d.A.),70,"Klomp, B.C.D. (Denise) (v)",9,53
2,Partij van de Arbeid (P.v.d.A.),71,"Keizer, H.M. (Marco) (m)",9,1
2,Partij van de Arbeid (P.v.d.A.),72,"Houben, T.A.H. (Tirza) (v)",9,5
2,Partij van de Arbeid (P.v.d.A.),73,"van 't Zelfde, E.R.M. (Eric) (m)",9,21
2,Partij van de Arbeid (P.v.d.A.),74,"Doevendans, S.S. (Sandra) (v)",9,37
2,Partij van de Arbeid (P.v.d.A.),75,"de Haan, F.G. (Foppe) (m)",9,48
2,Partij van de Arbeid (P.v.d.A.),76,"d' Ancona, H. (Hedy) (v)",9,66
2,Partij van de Arbeid (P.v.d.A.),77,"Baâdoud, A. (Ahmed) (m)",9,143
2,Partij van de Arbeid (P.v.d.A.),78,"Bos, J.E. (Jesse) (v)",9,25
2,Partij van de Arbeid (P.v.d.A.),79,"Hilhorst, P.F.C. (Pieter) (m)",9,11
2,Partij van de Arbeid (P.v.d.A.),80,"Leerdam, J.A.W.J. (John) (m)",9,44
2,Partij van de Arbeid (P.v.d.A.),1,"Asscher, L.F. (Lodewijk) (m)",10,20880
2,Partij van de Arbeid (P.v.d.A.),2,"Arib, K. (Khadija) (v)",10,3559
2,Partij van de Arbeid (P.v.d.A.),3,"Dijsselbloem, J.R.V.A. (Jeroen) (m)",10,3738
2,Partij van de Arbeid (P.v.d.A.),4,"Dijksma, S.A.M. (Sharon) (v)",10,1907
2,Partij van de Arbeid (P.v.d.A.),5,"van Dijk, G.J. (Gijs) (m)",10,126
2,Partij van de Arbeid (P.v.d.A.),6,"Kuiken, A.H. (Attje) (v)",10,262
2,Partij van de Arbeid (P.v.d.A.),7,"Nijboer, H. (Henk) (m)",10,59
2,Partij van de Arbeid (P.v.d.A.),8,"van den Hul, K.A.E. (Kirsten) (v)",10,123
2,Partij van de Arbeid (P.v.d.A.),9,"Moorlag, W.J. (William) (m)",10,40
2,Partij van de Arbeid (P.v.d.A.),10,"Ploumen, E.M.J. (Lilianne) (v)",10,1790
2,Partij van de Arbeid (P.v.d.A.),11,"Kerstens, J.W.M. (John) (m)",10,35
2,Partij van de Arbeid (P.v.d.A.),12,"de Kock, J.C.M. (Joke) (v)",10,187
2,Partij van de Arbeid (P.v.d.A.),13,"Marcouch, A. (Ahmed) (m)",10,367
2,Partij van de Arbeid (P.v.d.A.),14,"Volp, M.J. (Marith) (v)",10,888
2,Partij van de Arbeid (P.v.d.A.),15,"Moti, R. (Richard) (m)",10,29
2,Partij van de Arbeid (P.v.d.A.),16,"Yücel, K. (Keklik) (v)",10,211
2,Partij van de Arbeid (P.v.d.A.),17,"Servaes, M. (Michiel) (m)",10,37
2,Partij van de Arbeid (P.v.d.A.),18,"Bozkurt, E. (Emine) (v)",10,98
2,Partij van de Arbeid (P.v.d.A.),19,"van der Linde, I.M. (Ilco) (m)",10,139
2,Partij van de Arbeid (P.v.d.A.),20,"Oosterbaan, C. (Christa) (v)",10,66
2,Partij van de Arbeid (P.v.d.A.),21,"Mohandis, M. (Mohammed) (m)",10,30
2,Partij van de Arbeid (P.v.d.A.),22,"Ypma, L. (Loes) (v)",10,114
2,Partij van de Arbeid (P.v.d.A.),23,"Recourt, J. (Jeroen) (m)",10,144
2,Partij van de Arbeid (P.v.d.A.),24,"Maij, M.E. (Marit) (v)",10,46
2,Partij van de Arbeid (P.v.d.A.),25,"de Kort, M.V. (Martijn) (m)",10,13
2,Partij van de Arbeid (P.v.d.A.),26,"Roopram, R.D. (Reshma) (v)",10,64
2,Partij van de Arbeid (P.v.d.A.),27,"Hoogland, D. (Duco) (m)",10,5
2,Partij van de Arbeid (P.v.d.A.),28,"Schellekens, G.M.M. (Giselle) (v)",10,22
2,Partij van de Arbeid (P.v.d.A.),29,"de Vries, A.A. (Albert) (m)",10,8
2,Partij van de Arbeid (P.v.d.A.),30,"Biemans, M.S. (Mirthe) (v)",10,61
2,Partij van de Arbeid (P.v.d.A.),31,"Brouwer, H. (Harm) (m)",10,3
2,Partij van de Arbeid (P.v.d.A.),32,"Vos, M.L. (Mei Li) (v)",10,175
2,Partij van de Arbeid (P.v.d.A.),33,"Reinaerts, J.L.H. (Joost) (m)",10,5
2,Partij van de Arbeid (P.v.d.A.),34,"Dibi, B. (Bouchra) (v)",10,23
2,Partij van de Arbeid (P.v.d.A.),35,"van Drooge, S.W. (Bas) (m)",10,24
2,Partij van de Arbeid (P.v.d.A.),36,"Asante, A.A. (Amma) (v)",10,138
2,Partij van de Arbeid (P.v.d.A.),37,"Ünver, E. (Emre) (m)",10,34
2,Partij van de Arbeid (P.v.d.A.),38,"Vermue, J.G.P. (Joyce) (v)",10,11
2,Partij van de Arbeid (P.v.d.A.),39,"van Dekken, T.R. (Tjeerd) (m)",10,4
2,Partij van de Arbeid (P.v.d.A.),40,"Hedin-Penninx, A. (Anna-Lena) (v)",10,9
2,Partij van de Arbeid (P.v.d.A.),41,"Deen, B. (Bob) (m)",10,5
2,Partij van de Arbeid (P.v.d.A.),42,"Vorselman-Derksen, C.H.W.J. (Cindy) (v)",10,2
2,Partij van de Arbeid (P.v.d.A.),43,"Pentenga, F. (Erik) (m)",10,25
2,Partij van de Arbeid (P.v.d.A.),44,"van den Boogaard, A. (Anna) (v)",10,9
2,Partij van de Arbeid (P.v.d.A.),45,"van Laar, R.P. (Roelof) (m)",10,11
2,Partij van de Arbeid (P.v.d.A.),46,"Schrofer, T.T. (Tamar) (v)",10,10
2,Partij van de Arbeid (P.v.d.A.),47,"van Houwelingen, H.E.F. (Heino) (m)",10,5
2,Partij van de Arbeid (P.v.d.A.),48,"Mulder, M.A. (Marinka) (v)",10,11
2,Partij van de Arbeid (P.v.d.A.),49,"Bolhuis, W.D. (Wimar) (m)",10,7
2,Partij van de Arbeid (P.v.d.A.),50,"Günal-Gezer, S. (Sultan) (v)",10,20
2,Partij van de Arbeid (P.v.d.A.),51,"Staal, J.J. (Jelmer) (m)",10,95
2,Partij van de Arbeid (P.v.d.A.),52,"Boot, E. (Els) (v)",10,26
2,Partij van de Arbeid (P.v.d.A.),53,"Chahim, M. (Mohammed) (m)",10,14
2,Partij van de Arbeid (P.v.d.A.),54,"Koenders, P.T.C. (Petra) (v)",10,29
2,Partij van de Arbeid (P.v.d.A.),55,"Breederveld, R. (Roy) (m)",10,1
2,Partij van de Arbeid (P.v.d.A.),56,"Menenti, L.M.E. (Laura) (v)",10,14
2,Partij van de Arbeid (P.v.d.A.),57,"van de Burgt, R.H.M. (Richard) (m)",10,3
2,Partij van de Arbeid (P.v.d.A.),58,"Repetur, M.E. (Lou) (v)",10,4
2,Partij van de Arbeid (P.v.d.A.),59,"Akrouh, S. (Saami) (m)",10,38
2,Partij van de Arbeid (P.v.d.A.),60,"Engbers, A.H.M.G. (Anita) (v)",10,9
2,Partij van de Arbeid (P.v.d.A.),61,"Ronnes, T.L. (Thomas) (m)",10,6
2,Partij van de Arbeid (P.v.d.A.),62,"Wijntuin, P.M. (Peggy) (v)",10,17
2,Partij van de Arbeid (P.v.d.A.),63,"Brouwers, L.W.L. (Luc) (m)",10,1
2,Partij van de Arbeid (P.v.d.A.),64,"van Zantvoort, A.H.G. (Anja) (v)",10,7
2,Partij van de Arbeid (P.v.d.A.),65,"Cohen, F. (Fred) (m)",10,20
2,Partij van de Arbeid (P.v.d.A.),66,"Dankert, A.T. (Anne) (v)",10,4
2,Partij van de Arbeid (P.v.d.A.),67,"Bouteibi, H. (Hafid) (m)",10,3
2,Partij van de Arbeid (P.v.d.A.),68,"Voigt, I. (Ivonne) (v)",10,7
2,Partij van de Arbeid (P.v.d.A.),69,"Schuurman Hess, J.N. (Jan) (m)",10,1
2,Partij van de Arbeid (P.v.d.A.),70,"Klomp, B.C.D. (Denise) (v)",10,16
2,Partij van de Arbeid (P.v.d.A.),71,"Keizer, H.M. (Marco) (m)",10,5
2,Partij van de Arbeid (P.v.d.A.),72,"Houben, T.A.H. (Tirza) (v)",10,3
2,Partij van de Arbeid (P.v.d.A.),73,"van 't Zelfde, E.R.M. (Eric) (m)",10,22
2,Partij van de Arbeid (P.v.d.A.),74,"Doevendans, S.S. (Sandra) (v)",10,20
2,Partij van de Arbeid (P.v.d.A.),75,"de Haan, F.G. (Foppe) (m)",10,67
2,Partij van de Arbeid (P.v.d.A.),76,"Langenacker, J. (Joyce) (v)",10,82
2,Partij van de Arbeid (P.v.d.A.),77,"Polsbroek, F.A.L. (Farida) (v)",10,44
2,Partij van de Arbeid (P.v.d.A.),78,"den Uyl, X.J. (Xander) (m)",10,38
2,Partij van de Arbeid (P.v.d.A.),79,"Voskuil, L.H. (Lars) (m)",10,39
2,Partij van de Arbeid (P.v.d.A.),80,"van den Bergh, H.J. (Harry) (m)",10,63
2,Partij van de Arbeid (P.v.d.A.),1,"Asscher, L.F. (Lodewijk) (m)",11,25405
2,Partij van de Arbeid (P.v.d.A.),2,"Arib, K. (Khadija) (v)",11,3417
2,Partij van de Arbeid (P.v.d.A.),3,"Dijsselbloem, J.R.V.A. (Jeroen) (m)",11,4139
2,Partij van de Arbeid (P.v.d.A.),4,"Dijksma, S.A.M. (Sharon) (v)",11,2166
2,Partij van de Arbeid (P.v.d.A.),5,"van Dijk, G.J. (Gijs) (m)",11,282
2,Partij van de Arbeid (P.v.d.A.),6,"Kuiken, A.H. (Attje) (v)",11,252
2,Partij van de Arbeid (P.v.d.A.),7,"Nijboer, H. (Henk) (m)",11,62
2,Partij van de Arbeid (P.v.d.A.),8,"van den Hul, K.A.E. (Kirsten) (v)",11,133
2,Partij van de Arbeid (P.v.d.A.),9,"Moorlag, W.J. (William) (m)",11,33
2,Partij van de Arbeid (P.v.d.A.),10,"Ploumen, E.M.J. (Lilianne) (v)",11,1435
2,Partij van de Arbeid (P.v.d.A.),11,"Kerstens, J.W.M. (John) (m)",11,51
2,Partij van de Arbeid (P.v.d.A.),12,"de Kock, J.C.M. (Joke) (v)",11,140
2,Partij van de Arbeid (P.v.d.A.),13,"Marcouch, A. (Ahmed) (m)",11,299
2,Partij van de Arbeid (P.v.d.A.),14,"Volp, M.J. (Marith) (v)",11,298
2,Partij van de Arbeid (P.v.d.A.),15,"Moti, R. (Richard) (m)",11,25
2,Partij van de Arbeid (P.v.d.A.),16,"Yücel, K. (Keklik) (v)",11,142
2,Partij van de Arbeid (P.v.d.A.),17,"Servaes, M. (Michiel) (m)",11,32
2,Partij van de Arbeid (P.v.d.A.),18,"Bozkurt, E. (Emine) (v)",11,309
2,Partij van de Arbeid (P.v.d.A.),19,"van der Linde, I.M. (Ilco) (m)",11,31
2,Partij van de Arbeid (P.v.d.A.),20,"Oosterbaan, C. (Christa) (v)",11,117
2,Partij van de Arbeid (P.v.d.A.),21,"Mohandis, M. (Mohammed) (m)",11,20
2,Partij van de Arbeid (P.v.d.A.),22,"Ypma, L. (Loes) (v)",11,90
2,Partij van de Arbeid (P.v.d.A.),23,"Recourt, J. (Jeroen) (m)",11,48
2,Partij van de Arbeid (P.v.d.A.),24,"Maij, M.E. (Marit) (v)",11,45
2,Partij van de Arbeid (P.v.d.A.),25,"de Kort, M.V. (Martijn) (m)",11,19
2,Partij van de Arbeid (P.v.d.A.),26,"Roopram, R.D. (Reshma) (v)",11,60
2,Partij van de Arbeid (P.v.d.A.),27,"Hoogland, D. (Duco) (m)",11,7
2,Partij van de Arbeid (P.v.d.A.),28,"Schellekens, G.M.M. (Giselle) (v)",11,32
2,Partij van de Arbeid (P.v.d.A.),29,"de Vries, A.A. (Albert) (m)",11,6
2,Partij van de Arbeid (P.v.d.A.),30,"Biemans, M.S. (Mirthe) (v)",11,43
2,Partij van de Arbeid (P.v.d.A.),31,"Brouwer, H. (Harm) (m)",11,6
2,Partij van de Arbeid (P.v.d.A.),32,"Vos, M.L. (Mei Li) (v)",11,147
2,Partij van de Arbeid (P.v.d.A.),33,"Reinaerts, J.L.H. (Joost) (m)",11,3
2,Partij van de Arbeid (P.v.d.A.),34,"Dibi, B. (Bouchra) (v)",11,16
2,Partij van de Arbeid (P.v.d.A.),35,"van Drooge, S.W. (Bas) (m)",11,7
2,Partij van de Arbeid (P.v.d.A.),36,"Asante, A.A. (Amma) (v)",11,54
2,Partij van de Arbeid (P.v.d.A.),37,"Ünver, E. (Emre) (m)",11,30
2,Partij van de Arbeid (P.v.d.A.),38,"Vermue, J.G.P. (Joyce) (v)",11,12
2,Partij van de Arbeid (P.v.d.A.),39,"van Dekken, T.R. (Tjeerd) (m)",11,6
2,Partij van de Arbeid (P.v.d.A.),40,"Hedin-Penninx, A. (Anna-Lena) (v)",11,10
2,Partij van de Arbeid (P.v.d.A.),41,"Deen, B. (Bob) (m)",11,45
2,Partij van de Arbeid (P.v.d.A.),42,"Vorselman-Derksen, C.H.W.J. (Cindy) (v)",11,7
2,Partij van de Arbeid (P.v.d.A.),43,"Pentenga, F. (Erik) (m)",11,3
2,Partij van de Arbeid (P.v.d.A.),44,"van den Boogaard, A. (Anna) (v)",11,18
2,Partij van de Arbeid (P.v.d.A.),45,"van Laar, R.P. (Roelof) (m)",11,7
2,Partij van de Arbeid (P.v.d.A.),46,"Schrofer, T.T. (Tamar) (v)",11,8
2,Partij van de Arbeid (P.v.d.A.),47,"van Houwelingen, H.E.F. (Heino) (m)",11,3
2,Partij van de Arbeid (P.v.d.A.),48,"Mulder, M.A. (Marinka) (v)",11,18
2,Partij van de Arbeid (P.v.d.A.),49,"Bolhuis, W.D. (Wimar) (m)",11,3
2,Partij van de Arbeid (P.v.d.A.),50,"Günal-Gezer, S. (Sultan) (v)",11,14
2,Partij van de Arbeid (P.v.d.A.),51,"Staal, J.J. (Jelmer) (m)",11,128
2,Partij van de Arbeid (P.v.d.A.),52,"Boot, E. (Els) (v)",11,34
2,Partij van de Arbeid (P.v.d.A.),53,"Chahim, M. (Mohammed) (m)",11,15
2,Partij van de Arbeid (P.v.d.A.),54,"Koenders, P.T.C. (Petra) (v)",11,39
2,Partij van de Arbeid (P.v.d.A.),55,"Breederveld, R. (Roy) (m)",11,4
2,Partij van de Arbeid (P.v.d.A.),56,"Menenti, L.M.E. (Laura) (v)",11,16
2,Partij van de Arbeid (P.v.d.A.),57,"van de Burgt, R.H.M. (Richard) (m)",11,4
2,Partij van de Arbeid (P.v.d.A.),58,"Repetur, M.E. (Lou) (v)",11,12
2,Partij van de Arbeid (P.v.d.A.),59,"Akrouh, S. (Saami) (m)",11,5
2,Partij van de Arbeid (P.v.d.A.),60,"Engbers, A.H.M.G. (Anita) (v)",11,11
2,Partij van de Arbeid (P.v.d.A.),61,"Ronnes, T.L. (Thomas) (m)",11,8
2,Partij van de Arbeid (P.v.d.A.),62,"Wijntuin, P.M. (Peggy) (v)",11,18
2,Partij van de Arbeid (P.v.d.A.),63,"Brouwers, L.W.L. (Luc) (m)",11,1
2,Partij van de Arbeid (P.v.d.A.),64,"van Zantvoort, A.H.G. (Anja) (v)",11,5
2,Partij van de Arbeid (P.v.d.A.),65,"Cohen, F. (Fred) (m)",11,18
2,Partij van de Arbeid (P.v.d.A.),66,"Dankert, A.T. (Anne) (v)",11,11
2,Partij van de Arbeid (P.v.d.A.),67,"Bouteibi, H. (Hafid) (m)",11,2
2,Partij van de Arbeid (P.v.d.A.),68,"Voigt, I. (Ivonne) (v)",11,13
2,Partij van de Arbeid (P.v.d.A.),69,"Schuurman Hess, J.N. (Jan) (m)",11,2
2,Partij van de Arbeid (P.v.d.A.),70,"Klomp, B.C.D. (Denise) (v)",11,14
2,Partij van de Arbeid (P.v.d.A.),71,"Keizer, H.M. (Marco) (m)",11,4
2,Partij van de Arbeid (P.v.d.A.),72,"Houben, T.A.H. (Tirza) (v)",11,5
2,Partij van de Arbeid (P.v.d.A.),73,"van 't Zelfde, E.R.M. (Eric) (m)",11,13
2,Partij van de Arbeid (P.v.d.A.),74,"Doevendans, S.S. (Sandra) (v)",11,12
2,Partij van de Arbeid (P.v.d.A.),75,"de Haan, F.G. (Foppe) (m)",11,75
2,Partij van de Arbeid (P.v.d.A.),76,"de Jong, A.J. (Judith) (v)",11,154
2,Partij van de Arbeid (P.v.d.A.),77,"Luyckx, T.G.C. (Dorus) (m)",11,41
2,Partij van de Arbeid (P.v.d.A.),78,"Olthof, J. (Jeroen) (m)",11,106
2,Partij van de Arbeid (P.v.d.A.),79,"Vennik, R. (Ronald) (m)",11,5
2,Partij van de Arbeid (P.v.d.A.),80,"Wagemaker, E.P. (Ed) (m)",11,70
2,Partij van de Arbeid (P.v.d.A.),1,"Asscher, L.F. (Lodewijk) (m)",12,11106
2,Partij van de Arbeid (P.v.d.A.),2,"Arib, K. (Khadija) (v)",12,2111
2,Partij van de Arbeid (P.v.d.A.),3,"Dijsselbloem, J.R.V.A. (Jeroen) (m)",12,2108
2,Partij van de Arbeid (P.v.d.A.),4,"Dijksma, S.A.M. (Sharon) (v)",12,878
2,Partij van de Arbeid (P.v.d.A.),5,"van Dijk, G.J. (Gijs) (m)",12,78
2,Partij van de Arbeid (P.v.d.A.),6,"Kuiken, A.H. (Attje) (v)",12,170
2,Partij van de Arbeid (P.v.d.A.),7,"Nijboer, H. (Henk) (m)",12,75
2,Partij van de Arbeid (P.v.d.A.),8,"van den Hul, K.A.E. (Kirsten) (v)",12,373
2,Partij van de Arbeid (P.v.d.A.),9,"Moorlag, W.J. (William) (m)",12,16
2,Partij van de Arbeid (P.v.d.A.),10,"Ploumen, E.M.J. (Lilianne) (v)",12,831
2,Partij van de Arbeid (P.v.d.A.),11,"Kerstens, J.W.M. (John) (m)",12,33
2,Partij van de Arbeid (P.v.d.A.),12,"de Kock, J.C.M. (Joke) (v)",12,97
2,Partij van de Arbeid (P.v.d.A.),13,"Marcouch, A. (Ahmed) (m)",12,239
2,Partij van de Arbeid (P.v.d.A.),14,"Volp, M.J. (Marith) (v)",12,140
2,Partij van de Arbeid (P.v.d.A.),15,"Moti, R. (Richard) (m)",12,495
2,Partij van de Arbeid (P.v.d.A.),16,"Yücel, K. (Keklik) (v)",12,330
2,Partij van de Arbeid (P.v.d.A.),17,"Servaes, M. (Michiel) (m)",12,74
2,Partij van de Arbeid (P.v.d.A.),18,"Bozkurt, E. (Emine) (v)",12,80
2,Partij van de Arbeid (P.v.d.A.),19,"van der Linde, I.M. (Ilco) (m)",12,20
2,Partij van de Arbeid (P.v.d.A.),20,"Oosterbaan, C. (Christa) (v)",12,51
2,Partij van de Arbeid (P.v.d.A.),21,"Mohandis, M. (Mohammed) (m)",12,61
2,Partij van de Arbeid (P.v.d.A.),22,"Ypma, L. (Loes) (v)",12,72
2,Partij van de Arbeid (P.v.d.A.),23,"Recourt, J. (Jeroen) (m)",12,32
2,Partij van de Arbeid (P.v.d.A.),24,"Maij, M.E. (Marit) (v)",12,247
2,Partij van de Arbeid (P.v.d.A.),25,"de Kort, M.V. (Martijn) (m)",12,28
2,Partij van de Arbeid (P.v.d.A.),26,"Roopram, R.D. (Reshma) (v)",12,736
2,Partij van de Arbeid (P.v.d.A.),27,"Hoogland, D. (Duco) (m)",12,9
2,Partij van de Arbeid (P.v.d.A.),28,"Schellekens, G.M.M. (Giselle) (v)",12,35
2,Partij van de Arbeid (P.v.d.A.),29,"de Vries, A.A. (Albert) (m)",12,10
2,Partij van de Arbeid (P.v.d.A.),30,"Biemans, M.S. (Mirthe) (v)",12,30
2,Partij van de Arbeid (P.v.d.A.),31,"Brouwer, H. (Harm) (m)",12,3
2,Partij van de Arbeid (P.v.d.A.),32,"Vos, M.L. (Mei Li) (v)",12,83
2,Partij van de Arbeid (P.v.d.A.),33,"Reinaerts, J.L.H. (Joost) (m)",12,29
2,Partij van de Arbeid (P.v.d.A.),34,"Dibi, B. (Bouchra) (v)",12,21
